attribute_id,attribute,hero_id,hero_name,level,value
max_health,Max Health,13,Haze,9,1010.0
max_health,Max Health,13,Haze,10,1045.0
max_health,Max Health,13,Haze,11,1080.0
max_health,Max Health,13,Haze,12,1115.0
max_health,Max Health,13,Haze,13,1150.0
max_health,Max Health,13,Haze,14,1185.0
max_health,Max Health,13,Haze,15,1220.0
max_health,Max Health,13,Haze,16,1255.0
max_health,Max Health,13,Haze,17,1290.0
max_health,Max Health,13,Haze,18,1325.0
max_health,Max Health,13,Haze,19,1360.0
max_health,Max Health,13,Haze,20,1395.0
max_health,Max Health,13,Haze,21,1430.0
max_health,Max Health,13,Haze,22,1465.0
max_health,Max Health,13,Haze,23,1500.0
max_health,Max Health,13,Haze,24,1535.0
max_health,Max Health,13,Haze,25,1570.0
max_health,Max Health,13,Haze,26,1605.0
max_health,Max Health,13,Haze,27,1640.0
max_health,Max Health,13,Haze,28,1675.0
max_health,Max Health,13,Haze,29,1710.0
max_health,Max Health,13,Haze,30,1745.0
max_health,Max Health,13,Haze,31,1780.0
max_health,Max Health,13,Haze,32,1815.0
max_health,Max Health,13,Haze,33,1850.0
max_health,Max Health,13,Haze,34,1885.0
max_health,Max Health,13,Haze,35,1920.0
max_health,Max Health,13,Haze,36,1955.0
max_health,Max Health,14,Holliday,1,780.0
max_health,Max Health,14,Holliday,2,823.0
max_health,Max Health,14,Holliday,3,866.0
max_health,Max Health,14,Holliday,4,909.0
max_health,Max Health,14,Holliday,5,952.0
max_health,Max Health,14,Holliday,6,995.0
max_health,Max Health,14,Holliday,7,1038.0
max_health,Max Health,14,Holliday,8,1081.0
max_health,Max Health,14,Holliday,9,1124.0
max_health,Max Health,14,Holliday,10,1167.0
max_health,Max Health,14,Holliday,11,1210.0
max_health,Max Health,14,Holliday,12,1253.0
max_health,Max Health,14,Holliday,13,1296.0
max_health,Max Health,14,Holliday,14,1339.0
max_health,Max Health,14,Holliday,15,1382.0
max_health,Max Health,14,Holliday,16,1425.0
max_health,Max Health,14,Holliday,17,1468.0
max_health,Max Health,14,Holliday,18,1511.0
max_health,Max Health,14,Holliday,19,1554.0
max_health,Max Health,14,Holliday,20,1597.0
max_health,Max Health,14,Holliday,21,1640.0
max_health,Max Health,14,Holliday,22,1683.0
max_health,Max Health,14,Holliday,23,1726.0
max_health,Max Health,14,Holliday,24,1769.0
max_health,Max Health,14,Holliday,25,1812.0
max_health,Max Health,14,Holliday,26,1855.0
max_health,Max Health,14,Holliday,27,1898.0
max_health,Max Health,14,Holliday,28,1941.0
max_health,Max Health,14,Holliday,29,1984.0
max_health,Max Health,14,Holliday,30,2027.0
max_health,Max Health,14,Holliday,31,2070.0
max_health,Max Health,14,Holliday,32,2113.0
max_health,Max Health,14,Holliday,33,2156.0
max_health,Max Health,14,Holliday,34,2199.0
max_health,Max Health,14,Holliday,35,2242.0
max_health,Max Health,14,Holliday,36,2285.0
max_health,Max Health,1,Infernus,1,830.0
max_health,Max Health,1,Infernus,2,871.0
max_health,Max Health,1,Infernus,3,912.0
max_health,Max Health,1,Infernus,4,953.0
max_health,Max Health,1,Infernus,5,994.0
max_health,Max Health,1,Infernus,6,1035.0
max_health,Max Health,1,Infernus,7,1076.0
max_health,Max Health,1,Infernus,8,1117.0
max_health,Max Health,1,Infernus,9,1158.0
max_health,Max Health,1,Infernus,10,1199.0
max_health,Max Health,1,Infernus,11,1240.0
max_health,Max Health,1,Infernus,12,1281.0
max_health,Max Health,1,Infernus,13,1322.0
max_health,Max Health,1,Infernus,14,1363.0
max_health,Max Health,1,Infernus,15,1404.0
max_health,Max Health,1,Infernus,16,1445.0
max_health,Max Health,1,Infernus,17,1486.0
max_health,Max Health,1,Infernus,18,1527.0
max_health,Max Health,1,Infernus,19,1568.0
max_health,Max Health,1,Infernus,20,1609.0
max_health,Max Health,1,Infernus,21,1650.0
max_health,Max Health,1,Infernus,22,1691.0
max_health,Max Health,1,Infernus,23,1732.0
max_health,Max Health,1,Infernus,24,1773.0
max_health,Max Health,1,Infernus,25,1814.0
max_health,Max Health,1,Infernus,26,1855.0
max_health,Max Health,1,Infernus,27,1896.0
max_health,Max Health,1,Infernus,28,1937.0
max_health,Max Health,1,Infernus,29,1978.0
max_health,Max Health,1,Infernus,30,2019.0
max_health,Max Health,1,Infernus,31,2060.0
max_health,Max Health,1,Infernus,32,2101.0
max_health,Max Health,1,Infernus,33,2142.0
max_health,Max Health,1,Infernus,34,2183.0
max_health,Max Health,1,Infernus,35,2224.0
max_health,Max Health,1,Infernus,36,2265.0
max_health,Max Health,20,Ivy,1,755.0
max_health,Max Health,20,Ivy,2,802.0
max_health,Max Health,20,Ivy,3,849.0
max_health,Max Health,20,Ivy,4,896.0
max_health,Max Health,20,Ivy,5,943.0
max_health,Max Health,20,Ivy,6,990.0
max_health,Max Health,20,Ivy,7,1037.0
max_health,Max Health,20,Ivy,8,1084.0
max_health,Max Health,20,Ivy,9,1131.0
max_health,Max Health,20,Ivy,10,1178.0
max_health,Max Health,20,Ivy,11,1225.0
max_health,Max Health,20,Ivy,12,1272.0
max_health,Max Health,20,Ivy,13,1319.0
max_health,Max Health,20,Ivy,14,1366.0
max_health,Max Health,20,Ivy,15,1413.0
max_health,Max Health,20,Ivy,16,1460.0
max_health,Max Health,20,Ivy,17,1507.0
max_health,Max Health,20,Ivy,18,1554.0
max_health,Max Health,20,Ivy,19,1601.0
max_health,Max Health,20,Ivy,20,1648.0
max_health,Max Health,20,Ivy,21,1695.0
max_health,Max Health,20,Ivy,22,1742.0
max_health,Max Health,20,Ivy,23,1789.0
max_health,Max Health,20,Ivy,24,1836.0
max_health,Max Health,20,Ivy,25,1883.0
max_health,Max Health,20,Ivy,26,1930.0
max_health,Max Health,20,Ivy,27,1977.0
max_health,Max Health,20,Ivy,28,2024.0
max_health,Max Health,20,Ivy,29,2071.0
max_health,Max Health,20,Ivy,30,2118.0
max_health,Max Health,20,Ivy,31,2165.0
max_health,Max Health,20,Ivy,32,2212.0
max_health,Max Health,20,Ivy,33,2259.0
max_health,Max Health,20,Ivy,34,2306.0
max_health,Max Health,20,Ivy,35,2353.0
max_health,Max Health,20,Ivy,36,2400.0
max_health,Max Health,12,Kelvin,1,880.0
max_health,Max Health,12,Kelvin,2,943.0
max_health,Max Health,12,Kelvin,3,1006.0
max_health,Max Health,12,Kelvin,4,1069.0
max_health,Max Health,12,Kelvin,5,1132.0
max_health,Max Health,12,Kelvin,6,1195.0
max_health,Max Health,12,Kelvin,7,1258.0
max_health,Max Health,12,Kelvin,8,1321.0
max_health,Max Health,12,Kelvin,9,1384.0
max_health,Max Health,12,Kelvin,10,1447.0
max_health,Max Health,12,Kelvin,11,1510.0
max_health,Max Health,12,Kelvin,12,1573.0
max_health,Max Health,12,Kelvin,13,1636.0
max_health,Max Health,12,Kelvin,14,1699.0
max_health,Max Health,12,Kelvin,15,1762.0
max_health,Max Health,12,Kelvin,16,1825.0
max_health,Max Health,12,Kelvin,17,1888.0
max_health,Max Health,12,Kelvin,18,1951.0
max_health,Max Health,12,Kelvin,19,2014.0
max_health,Max Health,12,Kelvin,20,2077.0
max_health,Max Health,12,Kelvin,21,2140.0
max_health,Max Health,12,Kelvin,22,2203.0
max_health,Max Health,12,Kelvin,23,2266.0
max_health,Max Health,12,Kelvin,24,2329.0
max_health,Max Health,12,Kelvin,25,2392.0
max_health,Max Health,12,Kelvin,26,2455.0
max_health,Max Health,12,Kelvin,27,2518.0
max_health,Max Health,12,Kelvin,28,2581.0
max_health,Max Health,12,Kelvin,29,2644.0
max_health,Max Health,12,Kelvin,30,2707.0
max_health,Max Health,12,Kelvin,31,2770.0
max_health,Max Health,12,Kelvin,32,2833.0
max_health,Max Health,12,Kelvin,33,2896.0
max_health,Max Health,12,Kelvin,34,2959.0
max_health,Max Health,12,Kelvin,35,3022.0
max_health,Max Health,12,Kelvin,36,3085.0
max_health,Max Health,4,Lady Geist,1,880.0
max_health,Max Health,4,Lady Geist,2,934.0
max_health,Max Health,4,Lady Geist,3,988.0
max_health,Max Health,4,Lady Geist,4,1042.0
max_health,Max Health,4,Lady Geist,5,1096.0
max_health,Max Health,4,Lady Geist,6,1150.0
max_health,Max Health,4,Lady Geist,7,1204.0
max_health,Max Health,4,Lady Geist,8,1258.0
max_health,Max Health,4,Lady Geist,9,1312.0
max_health,Max Health,4,Lady Geist,10,1366.0
max_health,Max Health,4,Lady Geist,11,1420.0
max_health,Max Health,4,Lady Geist,12,1474.0
max_health,Max Health,4,Lady Geist,13,1528.0
max_health,Max Health,4,Lady Geist,14,1582.0
max_health,Max Health,4,Lady Geist,15,1636.0
max_health,Max Health,4,Lady Geist,16,1690.0
max_health,Max Health,4,Lady Geist,17,1744.0
max_health,Max Health,4,Lady Geist,18,1798.0
max_health,Max Health,4,Lady Geist,19,1852.0
max_health,Max Health,4,Lady Geist,20,1906.0
max_health,Max Health,4,Lady Geist,21,1960.0
max_health,Max Health,4,Lady Geist,22,2014.0
max_health,Max Health,4,Lady Geist,23,2068.0
max_health,Max Health,4,Lady Geist,24,2122.0
max_health,Max Health,4,Lady Geist,25,2176.0
max_health,Max Health,4,Lady Geist,26,2230.0
max_health,Max Health,4,Lady Geist,27,2284.0
max_health,Max Health,4,Lady Geist,28,2338.0
max_health,Max Health,4,Lady Geist,29,2392.0
max_health,Max Health,4,Lady Geist,30,2446.0
max_health,Max Health,4,Lady Geist,31,2500.0
max_health,Max Health,4,Lady Geist,32,2554.0
max_health,Max Health,4,Lady Geist,33,2608.0
max_health,Max Health,4,Lady Geist,34,2662.0
max_health,Max Health,4,Lady Geist,35,2716.0
max_health,Max Health,4,Lady Geist,36,2770.0
max_health,Max Health,31,Lash,1,780.0
max_health,Max Health,31,Lash,2,833.0
max_health,Max Health,31,Lash,3,886.0
max_health,Max Health,31,Lash,4,939.0
max_health,Max Health,31,Lash,5,992.0
max_health,Max Health,31,Lash,6,1045.0
max_health,Max Health,31,Lash,7,1098.0
max_health,Max Health,31,Lash,8,1151.0
max_health,Max Health,31,Lash,9,1204.0
max_health,Max Health,31,Lash,10,1257.0
max_health,Max Health,31,Lash,11,1310.0
max_health,Max Health,31,Lash,12,1363.0
max_health,Max Health,31,Lash,13,1416.0
max_health,Max Health,31,Lash,14,1469.0
max_health,Max Health,31,Lash,15,1522.0
max_health,Max Health,31,Lash,16,1575.0
max_health,Max Health,31,Lash,17,1628.0
max_health,Max Health,31,Lash,18,1681.0
max_health,Max Health,31,Lash,19,1734.0
max_health,Max Health,31,Lash,20,1787.0
max_health,Max Health,31,Lash,21,1840.0
max_health,Max Health,31,Lash,22,1893.0
max_health,Max Health,31,Lash,23,1946.0
max_health,Max Health,31,Lash,24,1999.0
max_health,Max Health,31,Lash,25,2052.0
max_health,Max Health,31,Lash,26,2105.0
max_health,Max Health,31,Lash,27,2158.0
max_health,Max Health,31,Lash,28,2211.0
max_health,Max Health,31,Lash,29,2264.0
max_health,Max Health,31,Lash,30,2317.0
max_health,Max Health,31,Lash,31,2370.0
max_health,Max Health,31,Lash,32,2423.0
